Model:	LI-7500A Open Path CO2/H2O Analyzer
SN:	75H-2651
Instrument:	AIU-1552
File Type:	2
Software Version:	7.5.0
Timestamp:	10:54:56
Timezone:	Asia/Kuala_Lumpur
DATAH	Seconds	Nanoseconds	Sequence Number	Diagnostic Value	Diagnostic Value 2	Date	Time	CO2 Absorptance	H2O Absorptance	CO2 (mmol/m^3)	CO2 (mg/m^3)	H2O (mmol/m^3)	H2O (g/m^3)	Temperature (C)	Pressure (kPa)	Aux 1 - U (m/s)	Aux 2 - V (m/s)	Aux 3 - W (m/s)	Aux 4 - Ts (K)	Cooler Voltage (V)	Vin SmartFlux (V)	CO2 (umol/mol)	H2O (mmol/mol)	Dew Point (C)	CO2 Signal Strength	H2O Sample	H2O Reference	CO2 Sample	CO2 Reference	CHK
DATA	1449024920	700000000	169978692	255	1	2015-12-02	10:55:20:700	0.0862186	0.127163	15.7847	694.527	1267.69	22.8184	30.1223	101.152	0.415691	0.669781	0.0381441	304.104	2.29526	0	393.427	31.5966	25.1566	98.9366	39176	39196	38755	39362	127
DATA	1449024920	800000000	169978722	255	1	2015-12-02	10:55:20:800	0.0861789	0.127502	15.7755	694.12	1272.54	22.9057	30.1223	101.157	0.299862	0.602524	0.0418806	304.204	2.29526	0	393.196	31.7175	25.2062	98.9366	39189	39196	38754	39362	 53
DATA	1449024920	900000000	169978752	255	1	2015-12-02	10:55:20:900	0.0862232	0.126979	15.7859	694.578	1265.06	22.7711	30.1223	101.157	0.385799	0.516581	0.0543361	304.222	2.29526	0	393.459	31.5314	25.0287	98.9366	39214	39197	38750	39362	118
DATA	1449024921	0	169978782	255	1	2015-12-02	10:55:21:000	0.0862745	0.12672	15.7979	695.108	1261.37	22.7047	30.1184	101.157	0.385799	0.553946	0.0468626	304.054	2.29526	0	393.762	31.4396	25.0204	98.9391	39271	39197	38744	39363	198
DATA	1449024921	100000000	169978812	255	1	2015-12-02	10:55:21:100	0.0864631	0.125485	15.8419	697.042	1243.79	22.3882	30.1184	101.157	0.430641	0.557682	0.0493541	303.986	2.29526	0	394.851	31.0009	24.7793	98.9467	39270	39199	38744	39366	114
DATA	1449024921	200000000	169978842	255	1	2015-12-02	10:55:21:200	0.0864968	0.125622	15.8496	697.381	1245.73	22.4231	30.1184	101.152	0.400745	0.52779	0.0487313	303.967	2.29526	0	395.034	31.0485	24.8321	98.9467	39253	39200	38747	39366	 43
DATA	1449024921	300000000	169978872	255	1	2015-12-02	10:55:21:300	0.0864425	0.125926	15.837	696.829	1250.06	22.501	30.1184	101.152	0.359646	0.501635	0.0499768	304.054	2.29526	0	394.733	31.1573	24.8486	98.9467	39253	39199	38747	39366	 21
DATA	1449024921	400000000	169978902	255	1	2015-12-02	10:55:21:400	0.086439	0.125887	15.8362	696.791	1249.5	22.491	30.1145	101.152	0.400745	0.553946	0.0456171	303.942	2.29526	0	394.704	31.1427	24.8225	98.9442	39257	39199	38746	39364	209
DATA	1449024921	500000000	169978932	255	1	2015-12-02	10:55:21:500	0.0864439	0.125853	15.8373	696.841	1249.01	22.4822	30.1145	101.152	0.415691	0.535263	0.0418806	303.855	2.29526	0	394.727	31.1303	24.8509	98.9467	39266	39200	38746	39366	 94
DATA	1449024921	600000000	169978962	255	1	2015-12-02	10:55:21:600	0.0864588	0.125634	15.8407	696.991	1245.89	22.426	30.1145	101.157	0.441851	0.494162	0.0425034	303.855	2.29526	0	394.804	31.0518	24.7777	98.9467	39277	39200	38747	39366	 72
DATA	1449024921	700000000	169978992	255	1	2015-12-02	10:55:21:700	0.0864826	0.125474	15.8463	697.235	1243.63	22.3853	30.1145	101.152	0.471743	0.535263	0.0393896	303.761	2.29516	0	394.943	30.9955	24.7691	98.9478	39275	39201	38746	39366	136
DATA	1449024921	800000000	169979022	255	1	2015-12-02	10:55:21:800	0.0864735	0.125521	15.8443	697.147	1244.31	22.3975	30.1106	101.152	0.460533	0.561419	0.0400124	303.755	2.29536	0	394.904	31.0132	24.7795	98.9506	39272	39201	38747	39367	 60
DATA	1449024921	900000000	169979052	255	1	2015-12-02	10:55:21:900	0.0864728	0.12564	15.844	697.135	1245.98	22.4276	30.1106	101.152	0.460533	0.572632	0.0400124	303.755	2.29526	0	394.885	31.054	24.7871	98.9517	39278	39202	38747	39368	198
DATA	1449024922	0	169979082	255	1	2015-12-02	10:55:22:000	0.0864891	0.125532	15.848	697.313	1244.49	22.4008	30.1106	101.157	0.501635	0.576366	0.0306711	303.768	2.29526	0	395.01	31.0186	24.7727	98.9517	39282	39202	38748	39369	103
DATA	1449024922	100000000	169979112	255	1	2015-12-02	10:55:22:100	0.0865115	0.125441	15.8531	697.537	1243.17	22.377	30.1106	101.152	0.516581	0.580105	0.0350304	303.799	2.29526	0	395.122	30.9846	24.7694	98.9517	39281	39203	38747	39368	 16
DATA	1449024922	200000000	169979142	255	1	2015-12-02	10:55:22:200	0.0864743	0.125409	15.8446	697.161	1242.73	22.3691	30.1106	101.152	0.516581	0.595051	0.0325394	303.755	2.29526	0	394.916	30.9742	24.7611	98.9492	39278	39202	38747	39368	 90
DATA	1449024922	300000000	169979172	255	1	2015-12-02	10:55:22:300	0.0865019	0.125507	15.8508	697.436	1244.1	22.3939	30.1106	101.152	0.505371	0.587578	0.0300484	303.755	2.29526	0	395.06	31.0076	24.7741	98.9517	39277	39201	38747	39368	239
DATA	1449024922	400000000	169979202	255	1	2015-12-02	10:55:22:400	0.0864914	0.125514	15.8484	697.332	1244.21	22.3958	30.1106	101.152	0.505371	0.587578	0.0300484	303.761	2.29526	0	395.005	31.0106	24.7626	98.9517	39282	39202	38747	39368	 66
DATA	1449024922	500000000	169979232	255	1	2015-12-02	10:55:22:500	0.0864986	0.125418	15.8502	697.411	1242.86	22.3715	30.1106	101.152	0.501635	0.583839	0.0300484	303.755	2.29526	0	395.058	30.9776	24.7604	98.9517	39280	39203	38748	39368	 95
DATA	1449024922	600000000	169979262	255	1	2015-12-02	10:55:22:600	0.0865009	0.125463	15.8507	697.429	1243.48	22.3827	30.1067	101.157	0.505371	0.583839	0.0300484	303.755	2.29526	0	395.059	30.9924	24.7571	98.9492	39282	39202	38747	39367	116
DATA	1449024922	700000000	169979292	255	1	2015-12-02	10:55:22:700	0.0864673	0.125393	15.8428	697.083	1242.48	22.3646	30.1067	101.157	0.475479	0.557682	0.0275574	303.749	2.29536	0	394.856	30.9667	24.7552	98.9531	39281	39203	38748	39369	156
DATA	1449024922	800000000	169979322	255	1	2015-12-02	10:55:22:800	0.0864729	0.125425	15.8442	697.144	1242.95	22.3731	30.1067	101.152	0.482952	0.580105	0.0319166	303.755	2.29526	0	394.894	30.9788	24.7648	98.9517	39281	39202	38747	39368	121
DATA	1449024922	900000000	169979352	255	1	2015-12-02	10:55:22:900	0.0864797	0.125416	15.8457	697.211	1242.81	22.3705	30.1067	101.152	0.445587	0.576366	0.0356531	303.749	2.29526	0	394.926	30.9747	24.7558	98.9567	39286	39204	38749	39370	143
DATA	1449024923	0	169979382	255	1	2015-12-02	10:55:23:000	0.0864765	0.125348	15.8451	697.182	1241.85	22.3534	30.1028	101.152	0.475479	0.587578	0.0325394	303.755	2.29526	0	394.916	30.9515	24.7406	98.9567	39287	39204	38750	39370	245
DATA	1449024923	100000000	169979412	255	1	2015-12-02	10:55:23:100	0.0864657	0.125328	15.8425	697.071	1241.57	22.3482	30.1028	101.157	0.497898	0.580105	0.0300484	303.755	2.29526	0	394.846	30.9438	24.7454	98.9567	39286	39204	38750	39370	104
DATA	1449024923	200000000	169979442	255	1	2015-12-02	10:55:23:200	0.0864529	0.125367	15.8395	696.937	1242.11	22.3581	30.0989	101.152	0.475479	0.550209	0.0269346	303.718	2.29536	0	394.764	30.9569	24.8552	98.9582	39264	39204	38749	39370	136
DATA	1449024923	300000000	169979472	255	1	2015-12-02	10:55:23:300	0.0864748	0.125855	15.8445	697.156	1249.04	22.4827	30.0989	101.152	0.475479	0.553946	0.0269346	303.755	2.29526	0	394.885	31.1293	24.8021	98.9542	39279	39203	38751	39369	144
DATA	1449024923	400000000	169979502	255	1	2015-12-02	10:55:23:400	0.0864471	0.125435	15.8381	696.878	1243.09	22.3756	30.0989	101.152	0.475479	0.542736	0.0250664	303.755	2.29526	0	394.728	30.981	24.7317	98.9567	39289	39204	38750	39370	 80
DATA	1449024923	500000000	169979532	255	1	2015-12-02	10:55:23:500	0.0864473	0.125296	15.8384	696.888	1241.13	22.3404	30.095	101.157	0.475479	0.542736	0.0300484	303.805	2.29526	0	394.746	30.9333	24.7778	98.9593	39273	39204	38751	39371	 69
DATA	1449024923	600000000	169979562	255	1	2015-12-02	10:55:23:600	0.086467	0.125677	15.8427	697.078	1246.52	22.4373	30.095	101.157	0.471743	0.539	0.0319166	303.824	2.29526	0	394.834	31.0659	24.8034	98.9567	39282	39204	38751	39370	119
DATA	1449024923	700000000	169979592	255	1	2015-12-02	10:55:23:700	0.0864179	0.125425	15.8311	696.57	1242.91	22.3724	30.0911	101.152	0.494162	0.505371	0.0288029	303.774	2.29526	0	394.528	30.9746	24.8333	98.9593	39253	39204	38752	39371	 50
DATA	1449024923	800000000	169979622	255	1	2015-12-02	10:55:23:800	0.0864349	0.126151	15.8352	696.747	1253.26	22.5586	30.0911	101.152	0.449324	0.497898	0.0281801	303.824	2.29536	0	394.648	31.234	24.9171	98.9582	39245	39204	38752	39369	 67
DATA	1449024923	900000000	169979652	255	1	2015-12-02	10:55:23:900	0.0864037	0.126295	15.8277	696.419	1255.28	22.595	30.0872	101.152	0.475479	0.501635	0.0325394	303.842	2.29536	0	394.444	31.2829	24.9436	98.9582	39248	39203	38751	39369	 84
DATA	1449024924	0	169979682	255	1	2015-12-02	10:55:24:000	0.0864269	0.126171	15.8333	696.666	1253.55	22.5638	30.0872	101.157	0.505371	0.512844	0.0325394	303.88	2.29526	0	394.597	31.2408	24.835	98.9517	39252	39202	38750	39368	130
DATA	1449024924	100000000	169979712	255	1	2015-12-02	10:55:24:100	0.0864129	0.126072	15.8301	696.526	1252.14	22.5385	30.0872	101.152	0.490425	0.52779	0.0381441	303.867	2.29536	0	394.522	31.2061	24.8299	98.9531	39276	39202	38751	39368	 27
DATA	1449024924	200000000	169979742	255	1	2015-12-02	10:55:24:200	0.0864075	0.125504	15.8289	696.473	1244.06	22.3932	30.0834	101.157	0.479216	0.542736	0.0356531	303.849	2.29536	0	394.48	31.0039	24.7784	98.9531	39295	39202	38751	39367	 56
DATA	1449024924	300000000	169979772	255	1	2015-12-02	10:55:24:300	0.0863867	0.125083	15.8242	696.264	1238.08	22.2855	30.0834	101.152	0.490425	0.524054	0.0325394	303.805	2.29536	0	394.36	30.8548	24.6752	98.9556	39297	39204	38752	39369	 61
DATA	1449024924	400000000	169979802	255	1	2015-12-02	10:55:24:400	0.0864014	0.125123	15.8277	696.419	1238.68	22.2962	30.0795	101.152	0.490425	0.524054	0.0325394	303.805	2.29526	0	394.455	30.87	24.7024	98.9582	39295	39203	38753	39370	242
DATA	1449024924	500000000	169979832	255	1	2015-12-02	10:55:24:500	0.086413	0.125162	15.8302	696.531	1239.2	22.3056	30.0795	101.157	0.471743	0.542736	0.0256891	303.749	2.29536	0	394.504	30.882	24.7201	98.9607	39291	39205	38753	39371	188
DATA	1449024924	600000000	169979862	255	1	2015-12-02	10:55:24:600	0.0864141	0.125244	15.8305	696.543	1240.38	22.3268	30.0795	101.152	0.468006	0.576366	0.0238209	303.78	2.29536	0	394.514	30.9116	24.7281	98.9607	39288	39205	38753	39372	 50
DATA	1449024924	700000000	169979892	255	1	2015-12-02	10:55:24:700	0.0864461	0.125371	15.8379	696.869	1242.18	22.3593	30.0756	101.157	0.46427	0.587578	0.0188384	303.761	2.29536	0	394.701	30.9567	24.7525	98.9607	39287	39205	38753	39371	106
DATA	1449024924	800000000	169979922	255	1	2015-12-02	10:55:24:800	0.0864319	0.125356	15.8345	696.717	1241.94	22.3549	30.0756	101.157	0.482952	0.580105	0.0163474	303.755	2.29526	0	394.598	30.9494	24.7305	98.9618	39294	39205	38754	39371	135
DATA	1449024924	900000000	169979952	255	1	2015-12-02	10:55:24:900	0.086413	0.125182	15.8303	696.535	1239.51	22.3112	30.0756	101.152	0.45306	0.576366	0.0219522	303.755	2.29536	0	394.512	30.8901	24.7543	98.9607	39282	39205	38755	39371	238
DATA	1449024925	0	169979982	255	1	2015-12-02	10:55:25:000	0.0864082	0.125401	15.8293	696.488	1242.63	22.3673	30.0717	101.157	0.460533	0.583839	0.0225749	303.755	2.29536	0	394.491	30.9683	24.7175	98.9632	39289	39206	38754	39371	253
DATA	1449024925	100000000	169980012	255	1	2015-12-02	10:55:25:100	0.0864012	0.125367	15.8275	696.408	1242.11	22.358	30.0717	101.152	0.494162	0.598785	0.0281801	303.761	2.29526	0	394.426	30.9538	24.8008	98.9567	39279	39203	38753	39371	 29
DATA	1449024925	200000000	169980042	255	1	2015-12-02	10:55:25:200	0.0864415	0.125521	15.8367	696.817	1244.29	22.3972	30.0717	101.152	0.471743	0.609997	0.0244436	303.749	2.29526	0	394.651	31.0076	24.8409	98.9567	39249	39203	38751	39371	 99
DATA	1449024925	300000000	169980072	255	1	2015-12-02	10:55:25:300	0.0864786	0.12621	15.8453	697.192	1254.09	22.5737	30.0678	101.157	0.468006	0.677254	0.0281801	303.836	2.29536	0	394.867	31.2522	24.9823	98.9556	39204	39203	38752	39369	 56
DATA	1449024925	400000000	169980102	255	1	2015-12-02	10:55:25:400	0.0864032	0.127139	15.8276	696.416	1267.35	22.8124	30.0678	101.157	0.468006	0.666042	0.0288029	303.842	2.29526	0	394.431	31.583	25.0652	98.9467	39231	39201	38750	39366	 20
DATA	1449024925	500000000	169980132	255	1	2015-12-02	10:55:25:500	0.0863822	0.126354	15.8228	696.203	1256.14	22.6105	30.0639	101.152	0.468006	0.628677	0.0238209	303.886	2.29536	0	394.3	31.3025	24.8697	98.9531	39200	39203	38751	39368	226
DATA	1449024925	600000000	169980162	255	1	2015-12-02	10:55:25:600	0.0863707	0.12746	15.8199	696.078	1271.94	22.8948	30.0639	101.152	0.512844	0.606258	0.0225749	303.749	2.29526	0	394.231	31.6965	25.2127	98.9517	39174	39201	38751	39367	 69
DATA	1449024925	700000000	169980192	255	1	2015-12-02	10:55:25:700	0.0863836	0.127938	15.8229	696.207	1278.79	23.0183	30.0601	101.152	0.531527	0.602524	0.0225749	303.824	2.29536	0	394.307	31.8676	25.5024	98.9506	39105	39200	38751	39367	 87
DATA	1449024925	800000000	169980222	255	1	2015-12-02	10:55:25:800	0.0863722	0.129249	15.8198	696.071	1297.62	23.3572	30.0601	101.152	0.583839	0.583839	0.0238209	304.098	2.29536	0	394.215	32.3356	25.4106	98.9506	39110	39199	38748	39366	112
DATA	1449024925	900000000	169980252	255	1	2015-12-02	10:55:25:900	0.0863948	0.129163	15.8253	696.312	1296.42	23.3355	30.0601	101.157	0.595051	0.553946	0.0231977	304.148	2.29536	0	394.37	32.3071	25.4527	98.9431	39076	39199	38749	39364	 61
DATA	1449024926	0	169980282	255	1	2015-12-02	10:55:26:000	0.0863577	0.129847	15.8165	695.924	1306.28	23.513	30.0562	101.157	0.572632	0.572632	0.0375214	304.272	2.29536	0	394.141	32.5521	25.4333	98.9431	39106	39198	38747	39364	156
DATA	1449024926	100000000	169980312	255	1	2015-12-02	10:55:26:100	0.0863713	0.129428	15.8196	696.063	1300.21	23.4038	30.0562	101.152	0.628677	0.553946	0.0319166	304.366	2.29526	0	394.211	32.4001	25.5312	98.9366	39041	39196	38747	39362	 60
DATA	1449024926	200000000	169980342	255	1	2015-12-02	10:55:26:200	0.0863371	0.130511	15.8115	695.706	1315.88	23.6859	30.0562	101.152	0.583839	0.546473	0.0331621	304.403	2.29536	0	394.009	32.7907	25.5404	98.9355	39105	39195	38745	39361	 76
DATA	1449024926	300000000	169980372	255	1	2015-12-02	10:55:26:300	0.0864024	0.129086	15.827	696.388	1295.3	23.3153	30.0523	101.152	0.598785	0.52779	0.0288029	304.359	2.29536	0	394.396	32.2777	25.4344	98.9355	39092	39195	38744	39361	233
DATA	1449024926	400000000	169980402	255	1	2015-12-02	10:55:26:400	0.0863838	0.129538	15.8224	696.187	1301.79	23.4323	30.0484	101.152	0.684727	0.468006	0.0244436	304.253	2.29536	0	394.266	32.4383	25.5186	98.933	39105	39194	38743	39360	 40
DATA	1449024926	500000000	169980432	255	1	2015-12-02	10:55:26:500	0.0863955	0.1292	15.8253	696.314	1296.92	23.3446	30.0484	101.152	0.609997	0.479216	0.0387669	304.334	2.29536	0	394.345	32.3176	25.5146	98.933	39095	39193	38743	39359	233
DATA	1449024926	600000000	169980462	255	1	2015-12-02	10:55:26:600	0.0863673	0.129418	15.8188	696.025	1300.08	23.4015	30.0484	101.157	0.587578	0.468006	0.0381441	304.328	2.29536	0	394.184	32.3965	25.5391	98.9305	39084	39193	38743	39359	110
DATA	1449024926	700000000	169980492	255	1	2015-12-02	10:55:26:700	0.0863713	0.129623	15.8196	696.064	1303.03	23.4546	30.0484	101.152	0.587578	0.468006	0.0381441	304.328	2.29526	0	394.205	32.47	25.5391	98.9291	39084	39192	38743	39358	255
DATA	1449024926	800000000	169980522	255	1	2015-12-02	10:55:26:800	0.0863622	0.129593	15.8177	695.978	1302.63	23.4473	30.0445	101.152	0.576366	0.460533	0.0381441	304.359	2.29547	0	394.17	32.4609	25.5242	98.9319	39101	39192	38741	39359	 52
DATA	1449024926	900000000	169980552	255	1	2015-12-02	10:55:26:900	0.0863956	0.129222	15.8254	696.318	1297.26	23.3507	30.0445	101.157	0.580105	0.434378	0.0350304	304.397	2.29547	0	394.349	32.3261	25.4828	98.9294	39093	39192	38742	39358	115
DATA	1449024927	0	169980582	255	1	2015-12-02	10:55:27:000	0.0863807	0.129376	15.822	696.167	1299.48	23.3907	30.0406	101.157	0.583839	0.378326	0.0368986	304.341	2.29536	0	394.266	32.3816	25.4888	98.9255	39083	39191	38742	39357	222
DATA	1449024927	100000000	169980612	255	1	2015-12-02	10:55:27:100	0.0863468	0.129705	15.8141	695.82	1304.23	23.4762	30.0406	101.157	0.609997	0.415691	0.0400124	304.359	2.29536	0	394.071	32.5001	25.5233	98.9255	39074	39191	38741	39357	 13
DATA	1449024927	200000000	169980642	255	1	2015-12-02	10:55:27:200	0.0863563	0.129846	15.8162	695.912	1306.27	23.5129	30.0406	101.152	0.591312	0.389538	0.0406351	304.434	2.29536	0	394.116	32.5503	25.5927	98.9255	39062	39191	38742	39357	 80
DATA	1449024927	300000000	169980672	255	1	2015-12-02	10:55:27:300	0.0863285	0.130178	15.8096	695.623	1311.07	23.5992	30.0367	101.152	0.546473	0.352173	0.0505996	304.428	2.29536	0	393.944	32.6691	25.621	98.923	39063	39190	38741	39356	254
DATA	1449024927	400000000	169980702	255	1	2015-12-02	10:55:27:400	0.0863421	0.130075	15.8128	695.762	1309.56	23.5722	30.0367	101.152	0.486689	0.3447	0.0487313	304.509	2.29547	0	394.021	32.6316	25.6953	98.9244	39041	39190	38741	39356	239
DATA	1449024927	500000000	169980732	255	1	2015-12-02	10:55:27:500	0.086333	0.130684	15.8106	695.665	1318.4	23.7311	30.0367	101.157	0.546473	0.367119	0.0368986	304.515	2.29536	0	393.968	32.8518	25.6525	98.9205	39116	39190	38739	39356	 18
DATA	1449024927	600000000	169980762	255	1	2015-12-02	10:55:27:600	0.0864002	0.128607	15.8265	696.364	1288.39	23.1909	30.0367	101.152	0.565159	0.408218	0.0381441	304.565	2.29547	0	394.348	32.1027	25.342	98.9219	39143	39190	38738	39355	 50
DATA	1449024927	700000000	169980792	255	1	2015-12-02	10:55:27:700	0.086414	0.128154	15.8299	696.518	1281.9	23.0742	30.0328	101.152	0.557682	0.404484	0.0393896	304.503	2.29547	0	394.448	31.9422	25.1924	98.9244	39166	39190	38738	39356	 26
DATA	1449024927	800000000	169980822	255	1	2015-12-02	10:55:27:800	0.0864342	0.127406	15.8347	696.727	1271.16	22.8809	30.0328	101.157	0.539	0.355907	0.0306711	304.272	2.29536	0	394.558	31.6739	24.8686	98.9255	39251	39191	38736	39357	230
DATA	1449024927	900000000	169980852	255	1	2015-12-02	10:55:27:900	0.0865057	0.125723	15.8517	697.474	1247.17	22.4491	30.0328	101.152	0.628677	0.340961	0.0244436	304.253	2.29536	0	394.974	31.0757	24.7953	98.9319	39254	39193	38739	39359	138
DATA	1449024928	0	169980882	255	1	2015-12-02	10:55:28:000	0.086474	0.126019	15.8444	697.155	1251.4	22.5251	30.029	101.157	0.609997	0.389538	0.0238209	304.011	2.29536	0	394.809	31.1821	25.0497	98.9305	39238	39193	38739	39358	 83
DATA	1449024928	100000000	169980912	255	1	2015-12-02	10:55:28:100	0.0864829	0.125985	15.8464	697.24	1250.89	22.5161	30.0251	101.157	0.565159	0.430641	0.0238209	303.874	2.29536	0	394.847	31.1688	24.67	98.9305	39301	39193	38738	39359	217
DATA	1449024928	200000000	169980942	255	1	2015-12-02	10:55:28:200	0.0865222	0.124803	15.8558	697.654	1234.13	22.2143	30.0251	101.157	0.602524	0.367119	0.0244436	303.867	2.29536	0	395.079	30.7508	24.635	98.938	39303	39196	38740	39362	233
DATA	1449024928	300000000	169980972	255	1	2015-12-02	10:55:28:300	0.0865207	0.124789	15.8554	697.638	1233.93	22.2108	30.0251	101.157	0.557682	0.382065	0.0238209	303.793	2.29536	0	395.066	30.7457	24.6405	98.9406	39295	39197	38740	39362	120
DATA	1449024928	400000000	169981002	255	1	2015-12-02	10:55:28:400	0.0865369	0.124986	15.8592	697.806	1236.74	22.2612	30.0212	101.157	0.550209	0.41943	0.0207067	303.799	2.29547	0	395.171	30.8162	24.6739	98.942	39294	39198	38741	39363	  7
DATA	1449024928	500000000	169981032	255	1	2015-12-02	10:55:28:500	0.0865351	0.125019	15.8587	697.781	1237.19	22.2694	30.0212	101.157	0.580105	0.397011	0.0207067	303.749	2.29547	0	395.142	30.8264	24.6604	98.947	39300	39199	38741	39365	 36
DATA	1449024928	600000000	169981062	255	1	2015-12-02	10:55:28:600	0.0865695	0.124912	15.8666	698.13	1235.66	22.2419	30.0212	101.157	0.580105	0.397011	0.0207067	303.755	2.29547	0	395.33	30.7875	24.6508	98.947	39300	39199	38741	39365	201
DATA	1449024928	700000000	169981092	255	1	2015-12-02	10:55:28:700	0.0865535	0.124956	15.8631	697.975	1236.31	22.2535	30.0212	101.157	0.591312	0.415691	0.0231977	303.737	2.29536	0	395.26	30.805	24.669	98.9456	39300	39200	38743	39365	198
DATA	1449024928	800000000	169981122	255	1	2015-12-02	10:55:28:800	0.0865036	0.124938	15.8515	697.465	1236.05	22.249	30.0173	101.152	0.587578	0.434378	0.0269346	303.786	2.29536	0	394.967	30.7984	24.6527	98.9481	39303	39200	38746	39367	 87
DATA	1449024928	900000000	169981152	255	1	2015-12-02	10:55:28:900	0.0864914	0.124932	15.8486	697.337	1235.96	22.2474	30.0173	101.152	0.595051	0.408218	0.0238209	303.898	2.29536	0	394.89	30.7958	24.6806	98.952	39297	39202	38746	39367	 39
DATA	1449024929	0	169981182	255	1	2015-12-02	10:55:29:000	0.0864785	0.125041	15.8455	697.203	1237.49	22.2749	30.0173	101.157	0.539	0.423164	0.0275574	304.042	2.29547	0	394.807	30.8334	24.6718	98.952	39297	39201	38747	39367	 22
DATA	1449024929	100000000	169981212	255	1	2015-12-02	10:55:29:100	0.0864838	0.125048	15.8467	697.256	1237.59	22.2766	30.0173	101.152	0.550209	0.393272	0.0300484	303.874	2.29547	0	394.834	30.8355	24.6751	98.9495	39296	39200	38745	39366	111
DATA	1449024929	200000000	169981242	255	1	2015-12-02	10:55:29:200	0.0865021	0.12506	15.8511	697.446	1237.77	22.2799	30.0134	101.152	0.553946	0.41943	0.0275574	303.83	2.29547	0	394.948	30.8406	24.6946	98.952	39294	39201	38745	39367	160
DATA	1449024929	300000000	169981272	255	1	2015-12-02	10:55:29:300	0.0865115	0.125113	15.8533	697.544	1238.53	22.2935	30.0134	101.157	0.576366	0.397011	0.0275574	303.824	2.29547	0	395.003	30.8594	24.6911	98.952	39292	39201	38746	39368	 38
DATA	1449024929	400000000	169981302	255	1	2015-12-02	10:55:29:400	0.0865341	0.125187	15.8584	697.771	1239.57	22.3122	30.0096	101.152	0.572632	0.393272	0.0356531	303.755	2.29547	0	395.125	30.8847	24.706	98.952	39291	39202	38745	39367	251
DATA	1449024929	500000000	169981332	255	1	2015-12-02	10:55:29:500	0.0865447	0.125202	15.8609	697.881	1239.79	22.3163	30.0096	101.152	0.550209	0.389538	0.0368986	303.755	2.29547	0	395.189	30.8905	24.712	98.9545	39289	39202	38745	39368	 92
DATA	1449024929	600000000	169981362	255	1	2015-12-02	10:55:29:600	0.0865304	0.125242	15.8576	697.735	1240.35	22.3263	30.0096	101.152	0.546473	0.397011	0.0375214	303.761	2.29536	0	395.106	30.9044	24.717	98.9531	39290	39202	38744	39367	 23
DATA	1449024929	700000000	169981392	255	1	2015-12-02	10:55:29:700	0.0865242	0.125175	15.8562	697.673	1239.41	22.3093	30.0057	101.152	0.580105	0.389538	0.0356531	303.755	2.29547	0	395.07	30.8808	24.6707	98.9545	39296	39202	38747	39367	 70
DATA	1449024929	800000000	169981422	255	1	2015-12-02	10:55:29:800	0.0864909	0.12509	15.8485	697.332	1238.21	22.2877	30.0057	101.157	0.576366	0.382065	0.0425034	303.811	2.29547	0	394.871	30.8505	24.69	98.9545	39291	39201	38747	39367	219
DATA	1449024929	900000000	169981452	255	1	2015-12-02	10:55:29:900	0.0864879	0.125192	15.8478	697.304	1239.65	22.3138	30.0057	101.157	0.542736	0.378326	0.0437489	303.849	2.29547	0	394.861	30.887	24.6818	98.9571	39304	39203	38749	39369	113
DATA	1449024930	0	169981482	255	1	2015-12-02	10:55:30:000	0.0864832	0.12494	15.8467	697.255	1236.08	22.2495	30.0018	101.152	0.531527	0.367119	0.0344076	303.874	2.29547	0	394.825	30.7973	24.636	98.9571	39305	39203	38749	39369	122
DATA	1449024930	100000000	169981512	255	1	2015-12-02	10:55:30:100	0.0864777	0.124995	15.8454	697.2	1236.85	22.2633	30.0018	101.157	0.539	0.408218	0.0375214	303.805	2.29536	0	394.793	30.8165	24.6792	98.9556	39300	39203	38749	39369	 95
DATA	1449024930	200000000	169981542	255	1	2015-12-02	10:55:30:200	0.0864487	0.125013	15.8386	696.899	1237.11	22.2679	30.0018	101.157	0.550209	0.397011	0.0368986	303.824	2.29547	0	394.618	30.8224	24.6666	98.9571	39301	39203	38750	39369	 96
DATA	1449024930	300000000	169981572	255	1	2015-12-02	10:55:30:300	0.0864539	0.125006	15.8399	696.956	1237.01	22.2662	30.0018	101.152	0.572632	0.389538	0.0344076	303.799	2.29536	0	394.655	30.8205	24.6644	98.9582	39302	39204	38751	39370	 90
DATA	1449024930	400000000	169981602	255	1	2015-12-02	10:55:30:400	0.0864555	0.125026	15.8402	696.968	1237.28	22.271	30.0018	101.152	0.550209	0.348434	0.0300484	303.805	2.29536	0	394.652	30.8263	24.6848	98.9582	39301	39205	38750	39370	  4
DATA	1449024930	500000000	169981632	255	1	2015-12-02	10:55:30:500	0.0864699	0.125045	15.8435	697.114	1237.54	22.2758	29.998	101.157	0.606258	0.393272	0.0306711	303.78	2.29547	0	394.733	30.8328	24.6789	98.9571	39301	39203	38749	39368	 28
DATA	1449024930	600000000	169981662	255	1	2015-12-02	10:55:30:600	0.0864566	0.124994	15.8405	696.982	1236.84	22.2631	29.998	101.152	0.576366	0.382065	0.0425034	303.811	2.29547	0	394.668	30.8159	24.6699	98.9621	39303	39204	38750	39371	 75
